date,equity
2019-05-14,95329.0639980895
2019-05-15,95564.6690538902
2019-05-16,95874.1853289767
2019-05-17,94829.14605377836
2019-05-20,94651.62385175106
2019-05-21,94450.8616807028
2019-05-22,95066.2250915714
2019-05-23,96808.09406182458
2019-05-24,94815.72129795092
2019-05-27,94595.72010142033
2019-05-28,97724.1396391859
2019-05-29,96016.51684267848
2019-05-30,94087.65515183649
2019-05-31,94610.36044196461
2019-06-03,96838.91839454309
2019-06-04,96905.78006926016
2019-06-05,100908.63932094428
2019-06-06,103777.33208658583
2019-06-07,106832.40839636809
2019-06-10,109017.46296609558
2019-06-11,118765.3582475077
2019-06-12,117858.45758647453
2019-06-13,108402.27553695162
2019-06-14,115807.39039284669
2019-06-17,113575.6017349256
2019-06-18,114186.01207693767
2019-06-19,121207.67804729746
2019-06-20,112217.37604979724
2019-06-21,105711.579718596
2019-06-24,97875.66097997825
2019-06-25,96078.93346380012
2019-06-26,97089.09929360129
2019-06-27,98314.7719737417
2019-06-28,98989.49885321036
2019-07-01,95713.8389370711
2019-07-02,90726.26240694127
2019-07-03,90726.26240694127
2019-07-04,90670.58549005062
2019-07-05,90784.80559467738
2019-07-08,91049.3439616093
2019-07-09,91125.1588992404
2019-07-10,91613.68606599263
2019-07-11,91801.08276574325
2019-07-12,92294.74082350031
2019-07-15,91569.42032802077
2019-07-16,91378.538147892
2019-07-17,91641.45380202217
2019-07-18,92807.90831137767
2019-07-19,92210.38260965116
2019-07-22,93103.11850690973
2019-07-23,92639.00098390738
2019-07-24,92435.37896382861
2019-07-25,94173.45844983784
2019-07-26,89765.78075463774
2019-07-29,87004.70321230416
2019-07-30,83868.09853030441
2019-07-31,81061.0815809387
2019-08-01,81061.0815809387
2019-08-02,81061.0815809387
2019-08-05,81061.0815809387
2019-08-06,81061.0815809387
2019-08-07,81061.0815809387
2019-08-08,81208.01710711766
2019-08-09,81195.25057346401
2019-08-12,81654.95423056629
2019-08-13,81703.44716370899
2019-08-14,81231.02574077214
2019-08-15,80846.94364127138
2019-08-16,79753.03156995474
2019-08-19,78955.67655274433
2019-08-20,78804.13987932174
2019-08-21,79159.14892118357
2019-08-22,80322.75702031325
2019-08-23,79204.66771642686
2019-08-26,79561.81951253382
2019-08-27,78539.41596612733
2019-08-28,79005.81740440043
2019-08-29,78877.40282298991
2019-08-30,76758.25978753134
2019-09-02,77783.44157349449
2019-09-03,77116.59419957582
2019-09-04,76545.77810626899
2019-09-05,75421.7120296784
2019-09-06,75421.7120296784
2019-09-09,75421.7120296784
2019-09-10,75421.7120296784
2019-09-11,75421.7120296784
2019-09-12,75421.7120296784
2019-09-13,75421.7120296784
2019-09-16,75421.7120296784
2019-09-17,75421.7120296784
2019-09-18,75421.7120296784
2019-09-19,75421.7120296784
2019-09-20,75421.7120296784
2019-09-23,75421.7120296784
2019-09-24,75421.7120296784
2019-09-25,75421.7120296784
2019-09-26,75421.7120296784
2019-09-27,75421.7120296784
2019-09-30,75421.7120296784
2019-10-01,75421.7120296784
2019-10-02,75421.7120296784
2019-10-03,75421.7120296784
2019-10-04,75421.7120296784
2019-10-07,75421.7120296784
2019-10-08,75421.7120296784
2019-10-09,75421.7120296784
2019-10-10,75421.7120296784
2019-10-11,75421.7120296784
2019-10-14,75421.7120296784
2019-10-15,75421.7120296784
2019-10-16,75421.7120296784
2019-10-17,75421.7120296784
2019-10-18,75421.7120296784
2019-10-21,75421.7120296784
2019-10-22,75421.7120296784
2019-10-23,75421.7120296784
2019-10-24,75421.7120296784
2019-10-25,75421.7120296784
2019-10-28,75421.7120296784
2019-10-29,75421.7120296784
2019-10-30,75421.7120296784
2019-10-31,75421.7120296784
2019-11-01,75421.7120296784
2019-11-04,75421.7120296784
2019-11-05,75421.7120296784
2019-11-06,75421.7120296784
2019-11-07,75421.7120296784
2019-11-08,75421.7120296784
2019-11-11,75421.7120296784
2019-11-12,75421.7120296784
2019-11-13,75421.7120296784
2019-11-14,75421.7120296784
2019-11-15,75421.7120296784
2019-11-18,75421.7120296784
2019-11-19,75421.7120296784
2019-11-20,75421.7120296784
2019-11-21,75394.18894276398
2019-11-22,75487.76760811306
2019-11-25,75397.293844346
2019-11-26,75782.20158053044
2019-11-27,74843.6225062288
2019-11-28,74656.72818942434
2019-11-29,73350.02652591131
2019-12-02,72613.57673110887
2019-12-03,73264.22095078352
2019-12-04,73899.73678815189
2019-12-05,73319.67604538907
2019-12-06,72000.52444604406
2019-12-09,69596.70292994309
2019-12-10,69596.70292994309
2019-12-11,69596.70292994309
2019-12-12,69596.70292994309
2019-12-13,69596.70292994309
2019-12-16,69596.70292994309
2019-12-17,69596.70292994309
2019-12-18,69596.70292994309
2019-12-19,69596.70292994309
2019-12-20,69596.70292994309
2019-12-23,69596.70292994309
2019-12-24,69596.70292994309
2019-12-25,69596.70292994309
2019-12-26,69596.70292994309
2019-12-27,69596.70292994309
2019-12-30,69596.70292994309
2019-12-31,69596.70292994309
2020-01-01,69596.70292994309
2020-01-02,69596.70292994309
2020-01-03,69596.70292994309
2020-01-06,69596.70292994309
2020-01-07,69556.79557875494
2020-01-08,69830.54280442689
2020-01-09,69872.36090081115
2020-01-10,69977.0939463896
2020-01-13,70751.83352576467
2020-01-14,70536.8679582133
2020-01-15,69890.28080672273
2020-01-16,69557.86479858692
2020-01-17,69950.46085100537
2020-01-20,68485.78597100891
2020-01-21,69124.26396975176
2020-01-22,68547.0583761228
2020-01-23,69911.527347094
2020-01-24,66817.3717078291
2020-01-27,66225.54705779359
2020-01-28,65001.086507142885
2020-01-29,65001.086507142885
2020-01-30,65001.086507142885
2020-01-31,65001.086507142885
2020-02-03,65001.086507142885
2020-02-04,65001.086507142885
2020-02-05,65001.086507142885
2020-02-06,65001.086507142885
2020-02-07,65001.086507142885
2020-02-10,65001.086507142885
2020-02-11,65001.086507142885
2020-02-12,65001.086507142885
2020-02-13,65001.086507142885
2020-02-14,65001.086507142885
2020-02-17,65001.086507142885
2020-02-18,65001.086507142885
2020-02-19,65001.086507142885
2020-02-20,65001.086507142885
2020-02-21,65001.086507142885
2020-02-24,65001.086507142885
2020-02-25,65001.086507142885
2020-02-26,65001.086507142885
2020-02-27,65001.086507142885
2020-02-28,65001.086507142885
2020-03-02,65001.086507142885
2020-03-03,64962.40817197597
2020-03-04,64969.66825755143
2020-03-05,65001.32618192489
2020-03-06,64972.51196701179
2020-03-09,64962.523256098524
2020-03-10,65032.55691423257
2020-03-11,65035.48735402952
2020-03-12,65020.97852956222
2020-03-13,65066.882758223546
2020-03-16,65055.89799356404
2020-03-17,65132.54659539951
2020-03-18,65132.54659539951
2020-03-19,65132.54659539951
2020-03-20,65132.54659539951
2020-03-23,65132.54659539951
2020-03-24,65132.54659539951
2020-03-25,65132.54659539951
2020-03-26,65146.80368809373
2020-03-27,65253.72143770798
2020-03-30,65138.85718364855
2020-03-31,64724.995205552215
2020-04-01,64994.2563765884
2020-04-02,65237.644810420665
2020-04-03,65148.58195699617
2020-04-06,64481.66582526323
2020-04-07,64990.16428754202
2020-04-08,64859.48542080366
2020-04-09,63849.28104277047
2020-04-10,64731.40846988079
2020-04-13,65531.63762316908
2020-04-14,65829.2404747946
2020-04-15,66229.60467591637
2020-04-16,65514.076464037586
2020-04-17,65290.366960297564
2020-04-20,66888.30074563809
2020-04-21,66888.30074563809
2020-04-22,66917.65572237878
2020-04-23,66780.02136615696
2020-04-24,66873.0519085287
2020-04-27,67002.3011068968
2020-04-28,66854.35462719054
2020-04-29,66611.77369876657
2020-04-30,66449.24501272621
2020-05-01,67103.61531575932
2020-05-04,66838.42486537171
2020-05-05,67365.32759572628
2020-05-06,67217.21889195616
2020-05-07,68113.37646064631
2020-05-08,68089.10174030383
2020-05-11,68171.54793144308
2020-05-12,68375.12247136446
2020-05-13,68211.52241648844
2020-05-14,68142.89988329842
2020-05-15,68334.06889128449
2020-05-18,67769.7788679495
2020-05-19,67943.74502163177
2020-05-20,67922.94160574122
2020-05-21,67776.35393071115
2020-05-22,68118.76043558335
2020-05-25,67810.10348616086
2020-05-26,68159.77257725236
2020-05-27,68455.842463782
2020-05-28,67328.80574417082
2020-05-29,68154.79875402775
2020-06-01,70280.05590846685
2020-06-02,70189.6672116522
2020-06-03,69914.11602191027
2020-06-04,69953.9796850724
2020-06-05,70254.31522479151
2020-06-08,70321.88748847356
2020-06-09,70399.9569220129
2020-06-10,70460.97094290193
2020-06-11,70899.74477622072
2020-06-12,70866.96250397412
2020-06-15,70808.45181218498
2020-06-16,71043.83104603124
2020-06-17,70880.96846903671
2020-06-18,70303.22013922445
2020-06-19,70247.35161820689
2020-06-22,70362.28436550395
2020-06-23,70416.07734227495
2020-06-24,70118.4667752297
2020-06-25,70894.67808966152
2020-06-26,70797.36192151904
2020-06-29,71023.79479345802
2020-06-30,69766.74635086476
2020-07-01,69873.65938142635
2020-07-02,68647.45619977545
2020-07-03,69421.39425555832
2020-07-06,68935.74007446531
2020-07-07,68657.28231507106
2020-07-08,69394.31474686637
2020-07-09,69221.16509170941
2020-07-10,68104.05138857756
2020-07-13,68368.34923123736
2020-07-14,69798.93514806981
2020-07-15,69803.84759203781
2020-07-16,70626.64195789164
2020-07-17,70626.64195789164
2020-07-20,70626.64195789164
2020-07-21,70626.64195789164
2020-07-22,70626.64195789164
2020-07-23,70599.46000257765
2020-07-24,70654.57949148325
2020-07-27,71069.37454706988
2020-07-28,71025.55714498488
2020-07-29,70994.66156761622
2020-07-30,71107.5702915163
2020-07-31,71394.65845059481
2020-08-03,71146.208268795
2020-08-04,71025.15309411037
2020-08-05,70089.6794550636
2020-08-06,69918.83548464022
2020-08-07,69742.07990604202
2020-08-10,69808.82989557419
2020-08-11,69445.5608513253
2020-08-12,69311.20307766604
2020-08-13,69051.53202368673
2020-08-14,69148.43485293037
2020-08-17,69230.96761538851
2020-08-18,69323.80579099798
2020-08-19,69158.94240228209
2020-08-20,68858.99294846455
2020-08-21,68858.99294846455
2020-08-24,68858.99294846455
2020-08-25,68858.99294846455
2020-08-26,68858.99294846455
2020-08-27,68858.99294846455
2020-08-28,68858.99294846455
2020-08-31,68858.99294846455
2020-09-01,68900.22026302492
2020-09-02,69147.0321991174
2020-09-03,69198.25622205908
2020-09-04,69297.03726837155
2020-09-07,69328.9005369255
2020-09-08,69075.19106597244
2020-09-09,69136.70714569915
2020-09-10,69461.56314641214
2020-09-11,69478.97679210913
2020-09-14,69003.73349946142
2020-09-15,69458.23522292258
2020-09-16,69949.84268704467
2020-09-17,69588.93718946297
2020-09-18,69728.04773187282
2020-09-21,69246.2043529847
2020-09-22,69247.23715476508
2020-09-23,68664.35389090322
2020-09-24,69514.65654914957
2020-09-25,69514.47071586816
2020-09-28,69710.10993201508
2020-09-29,70918.55348618454
2020-09-30,70918.55348618454
2020-10-01,70879.98810976117
2020-10-02,70916.49357107756
2020-10-05,71082.46176486727
2020-10-06,71101.5817590665
2020-10-07,70775.0972234841
2020-10-08,71496.74966175586
2020-10-09,71577.77168742393
2020-10-12,71680.59598420144
2020-10-13,71422.22676492893
2020-10-14,71358.31762871162
2020-10-15,71148.43995001836
2020-10-16,71497.22394934103
2020-10-19,71918.25220674343
2020-10-20,71706.21290449853
2020-10-21,71670.65420941387
2020-10-22,71357.15637741015
2020-10-23,71461.63378519364
2020-10-26,71270.41250732537
2020-10-27,71150.53264252665
2020-10-28,70553.37788972637
2020-10-29,69912.53297718374
2020-10-30,71183.91891087255
2020-11-02,73197.75576474903
2020-11-03,73139.23847747184
2020-11-04,73004.59370766293
2020-11-05,73164.91307764927
2020-11-06,73572.3978678639
2020-11-09,73539.07171050274
2020-11-10,73203.35331788711
2020-11-11,72481.89028646814
2020-11-12,72261.26416435606
2020-11-13,72426.34534524585
2020-11-16,72885.30780482305
2020-11-17,72870.99586992137
2020-11-18,73059.58993791125
2020-11-19,73780.68096441736
2020-11-20,72070.14784113983
2020-11-23,70626.76354705446
2020-11-24,69724.8595140232
2020-11-25,70104.99755834174
2020-11-26,69686.73776172636
2020-11-27,69385.83443195632
2020-11-30,69182.71325590403
2020-12-01,68627.77274450957
2020-12-02,68361.41245364999
2020-12-03,68361.41245364999
2020-12-04,68361.41245364999
2020-12-07,68361.41245364999
2020-12-08,68361.41245364999
2020-12-09,68361.41245364999
2020-12-10,68361.41245364999
2020-12-11,68361.41245364999
2020-12-14,68361.41245364999
2020-12-15,68361.41245364999
2020-12-16,68361.41245364999
2020-12-17,68361.41245364999
2020-12-18,68361.41245364999
2020-12-21,68361.41245364999
2020-12-22,68361.41245364999
2020-12-23,68361.41245364999
2020-12-24,68361.41245364999
2020-12-25,68361.41245364999
2020-12-28,68361.41245364999
2020-12-29,68361.41245364999
2020-12-30,68361.41245364999
2020-12-31,68361.41245364999
2021-01-01,68361.41245364999
2021-01-04,68361.41245364999
2021-01-05,68361.41245364999
2021-01-06,68361.41245364999
2021-01-07,68361.41245364999
2021-01-08,68361.41245364999
2021-01-11,68361.41245364999
2021-01-12,68361.41245364999
2021-01-13,68361.41245364999
2021-01-14,68361.41245364999
2021-01-15,68361.41245364999
2021-01-18,68361.41245364999
2021-01-19,68361.41245364999
2021-01-20,68361.41245364999
2021-01-21,68361.41245364999
2021-01-22,68361.41245364999
2021-01-25,68361.41245364999
2021-01-26,68361.41245364999
2021-01-27,68361.41245364999
2021-01-28,68361.41245364999
2021-01-29,68361.41245364999
2021-02-01,68361.41245364999
2021-02-02,68361.41245364999
2021-02-03,68361.41245364999
2021-02-04,68361.41245364999
2021-02-05,68361.41245364999
2021-02-08,68361.41245364999
2021-02-09,68361.41245364999
2021-02-10,68361.41245364999
2021-02-11,68361.41245364999
2021-02-12,68361.41245364999
2021-02-15,68361.41245364999
2021-02-16,68361.41245364999
2021-02-17,68361.41245364999
2021-02-18,68361.41245364999
2021-02-19,68361.41245364999
2021-02-22,68361.41245364999
2021-02-23,68361.41245364999
2021-02-24,68361.41245364999
2021-02-25,68361.41245364999
2021-02-26,68361.41245364999
2021-03-01,68361.41245364999
2021-03-02,68361.41245364999
2021-03-03,68361.41245364999
2021-03-04,68361.41245364999
2021-03-05,68361.41245364999
2021-03-08,68361.41245364999
2021-03-09,68361.41245364999
2021-03-10,68361.41245364999
2021-03-11,68361.41245364999
2021-03-12,68361.41245364999
2021-03-15,68361.41245364999
2021-03-16,68361.41245364999
2021-03-17,68361.41245364999
2021-03-18,68361.41245364999
2021-03-19,68361.41245364999
2021-03-22,68361.41245364999
2021-03-23,68361.41245364999
2021-03-24,68361.41245364999
2021-03-25,68361.41245364999
2021-03-26,68361.41245364999
2021-03-29,68361.41245364999
2021-03-30,68361.41245364999
2021-03-31,68361.41245364999
2021-04-01,68361.41245364999
2021-04-02,68361.41245364999
2021-04-05,68361.41245364999
2021-04-06,68361.41245364999
2021-04-07,68361.41245364999
2021-04-08,68361.41245364999
2021-04-09,68361.41245364999
2021-04-12,68361.41245364999
2021-04-13,68361.41245364999
2021-04-14,68361.41245364999
2021-04-15,68361.41245364999
2021-04-16,68361.41245364999
2021-04-19,68361.41245364999
2021-04-20,68361.41245364999
2021-04-21,68361.41245364999
2021-04-22,68361.41245364999
2021-04-23,68361.41245364999
2021-04-26,68361.41245364999
2021-04-27,68361.41245364999
2021-04-28,68361.41245364999
2021-04-29,68361.41245364999
2021-04-30,68361.41245364999
2021-05-03,68361.41245364999
2021-05-04,68361.41245364999
2021-05-05,68361.41245364999
2021-05-06,68361.41245364999
2021-05-07,68361.41245364999
2021-05-10,68361.41245364999
2021-05-11,68361.41245364999
2021-05-12,68361.41245364999
2021-05-13,68361.41245364999
2021-05-14,68361.41245364999
2021-05-17,68361.41245364999
2021-05-18,68361.41245364999
2021-05-19,68361.41245364999
2021-05-20,68361.41245364999
2021-05-21,68361.41245364999
2021-05-24,68361.41245364999
2021-05-25,68361.41245364999
2021-05-26,68361.41245364999
2021-05-27,68361.41245364999
2021-05-28,68361.41245364999
2021-05-31,68361.41245364999
2021-06-01,68361.41245364999
2021-06-02,68361.41245364999
2021-06-03,68361.41245364999
2021-06-04,68361.41245364999
2021-06-07,68361.41245364999
2021-06-08,68361.41245364999
2021-06-09,68361.41245364999
2021-06-10,68361.41245364999
2021-06-11,68361.41245364999
2021-06-14,68361.41245364999
2021-06-15,68361.41245364999
2021-06-16,68355.36572290544
2021-06-17,68369.49411584713
2021-06-18,68113.44647398463
2021-06-21,68233.69004817861
2021-06-22,67691.20105781732
2021-06-23,67751.54372384498
2021-06-24,68175.62103788795
2021-06-25,68141.71215078447
2021-06-28,68631.23434109219
2021-06-29,69027.74908641123
2021-06-30,68776.3784168067
2021-07-01,68403.733925421
2021-07-02,68822.00375757896
2021-07-05,68054.26285800704
2021-07-06,67135.69735658777
2021-07-07,65981.87081805253
2021-07-08,65555.5143621326
2021-07-09,64448.44410349135
2021-07-12,65134.48969240589
2021-07-13,65257.970144384475
2021-07-14,65606.76773869636
2021-07-15,65550.513409559
2021-07-16,65786.92468773105
2021-07-19,65853.90591037254
2021-07-20,65009.724446570515
2021-07-21,65009.724446570515
2021-07-22,65009.724446570515
2021-07-23,65009.724446570515
2021-07-26,65009.724446570515
2021-07-27,65008.79647371496
2021-07-28,64961.96143235775
2021-07-29,64783.4948460531
2021-07-30,64461.776914943905
2021-08-02,64388.93983350545
2021-08-03,64224.24648255181
2021-08-04,64579.137143832886
2021-08-05,64607.937390666586
2021-08-06,64192.642144561716
2021-08-09,63827.32503110278
2021-08-10,63738.544916774925
2021-08-11,63384.08882276678
2021-08-12,63289.42036882048
2021-08-13,63065.418772334095
2021-08-16,63013.29526799665
2021-08-17,63071.49277865828
2021-08-18,63011.21501385376
2021-08-19,63495.60845629258
2021-08-20,63419.21664350817
2021-08-23,64087.505944312026
2021-08-24,64460.082241076365
2021-08-25,64349.10269888652
2021-08-26,64234.51676901349
2021-08-27,64493.959727523696
2021-08-30,64660.91096499852
2021-08-31,64660.91096499852
2021-09-01,64660.91096499852
2021-09-02,64660.91096499852
2021-09-03,64660.91096499852
2021-09-06,64660.91096499852
2021-09-07,64660.91096499852
2021-09-08,64660.91096499852
2021-09-09,64660.91096499852
2021-09-10,64660.91096499852
2021-09-13,64660.91096499852
2021-09-14,64660.91096499852
2021-09-15,64660.91096499852
2021-09-16,64660.91096499852
2021-09-17,64660.91096499852
2021-09-20,64660.91096499852
2021-09-21,64660.91096499852
2021-09-22,64660.91096499852
2021-09-23,64660.91096499852
2021-09-24,64660.91096499852
2021-09-27,64660.91096499852
2021-09-28,64660.91096499852
2021-09-29,64660.91096499852
2021-09-30,64660.91096499852
2021-10-01,64660.91096499852
2021-10-04,64660.91096499852
2021-10-05,64660.91096499852
2021-10-06,64660.91096499852
2021-10-07,64660.91096499852
2021-10-08,64660.91096499852
2021-10-11,64660.91096499852
2021-10-12,64660.91096499852
2021-10-13,64660.91096499852
2021-10-14,64660.91096499852
2021-10-15,64660.91096499852
2021-10-18,64660.91096499852
2021-10-19,64660.91096499852
2021-10-20,64660.91096499852
2021-10-21,64660.91096499852
2021-10-22,64660.91096499852
2021-10-25,64660.91096499852
2021-10-26,64660.91096499852
2021-10-27,64660.91096499852
2021-10-28,64660.91096499852
2021-10-29,64660.91096499852
2021-11-01,64660.91096499852
2021-11-02,64660.91096499852
2021-11-03,64660.91096499852
2021-11-04,64660.91096499852
2021-11-05,64660.91096499852
2021-11-08,64660.91096499852
2021-11-09,64660.91096499852
2021-11-10,64660.91096499852
2021-11-11,64660.91096499852
2021-11-12,64660.91096499852
2021-11-15,64660.91096499852
2021-11-16,64660.91096499852
2021-11-17,64660.91096499852
2021-11-18,64660.91096499852
2021-11-19,64660.91096499852
2021-11-22,64660.91096499852
2021-11-23,64660.91096499852
2021-11-24,64660.91096499852
2021-11-25,64660.91096499852
2021-11-26,64660.91096499852
2021-11-29,64660.91096499852
2021-11-30,64660.91096499852
2021-12-01,64689.56800913931
2021-12-02,64727.01094727663
2021-12-03,64783.96197013554
2021-12-06,64592.515991666995
2021-12-07,64563.07872191583
2021-12-08,64387.38597597801
2021-12-09,64389.18423475384
2021-12-10,64389.46938560506
2021-12-13,64429.2367802445
2021-12-14,64476.672877364275
2021-12-15,64485.591748517996
2021-12-16,64465.25717039003
2021-12-17,64485.663709048385
2021-12-20,64464.183961191986
2021-12-21,64464.628485555906
2021-12-22,64505.71870174827
2021-12-23,64482.48603132462
2021-12-24,64516.79612534073
2021-12-27,64546.82033481253
2021-12-28,64504.98664415397
2021-12-29,64547.46417434518
2021-12-30,64579.450688692814
2021-12-31,64584.7384841762
2022-01-03,64550.06145409829
2022-01-04,64512.31332261206
2022-01-05,64489.77054434307
2022-01-06,64513.188912593505
2022-01-07,64472.80633657904
2022-01-10,64491.41225530948
2022-01-11,64440.15189014975
2022-01-12,64432.55409604505
2022-01-13,64437.352705453595
2022-01-14,64536.433233802774
2022-01-17,64476.70897808857
2022-01-18,64538.88769492497
2022-01-19,64546.08571181092
2022-01-20,64565.06937596858
2022-01-21,64571.02942756914
2022-01-24,64592.063310102385
2022-01-25,64585.445571673255
2022-01-26,64654.483701455094
2022-01-27,64632.439326347776
2022-01-28,64688.752998579555
2022-01-31,64656.41161800926
2022-02-01,64654.019233704195
2022-02-02,64601.70573206948
2022-02-03,64623.89505093636
2022-02-04,64695.1862681133
2022-02-07,64686.15168454319
2022-02-08,64644.54299954994
2022-02-09,64400.01484836252
2022-02-10,64354.04287834705
2022-02-11,63890.982561457655
2022-02-14,63645.27704581974
2022-02-15,63708.30850720313
2022-02-16,64066.35324635059
2022-02-17,65132.21612470272
2022-02-18,64842.08357556413
2022-02-21,65692.7940977258
2022-02-22,65874.86841658491
2022-02-23,65762.82239248893
2022-02-24,66160.38981705831
2022-02-25,66234.51655277723
2022-02-28,66368.4896495549
2022-03-01,65900.01115584238
2022-03-02,64182.31161926
2022-03-03,62278.42249725049
2022-03-04,63172.520501301246
2022-03-07,62786.2388223849
2022-03-08,61896.996769994395
2022-03-09,61929.67426332629
2022-03-10,63275.43273417527
2022-03-11,63623.74653609317
2022-03-14,62402.060325556115
2022-03-15,64820.771246774406
2022-03-16,68262.08749796764
2022-03-17,69478.17637597799
2022-03-18,72002.95378061975
2022-03-21,75495.5293335101
2022-03-22,78981.13790748568
2022-03-23,81055.15673155602
2022-03-24,83203.79889600638
2022-03-25,85188.56919845946
2022-03-28,80967.08053390193
2022-03-29,83709.7952127407
2022-03-30,78452.33751631287
2022-03-31,75570.6138400589
2022-04-01,80317.43347181137
2022-04-04,83574.01866885953
2022-04-05,89565.6850897248
2022-04-06,88470.34487141624
2022-04-07,83748.23143405594
2022-04-08,82847.15621529058
2022-04-11,83294.98360589087
2022-04-12,83654.4097573984
2022-04-13,88224.48400249789
2022-04-14,86773.89415153646
2022-04-15,88271.70127487165
2022-04-18,84231.25653343585
2022-04-19,86078.8293859769
2022-04-20,86141.43227220669
2022-04-21,83157.34910961008
2022-04-22,82280.66983831029
2022-04-25,81613.39664162317
2022-04-26,80621.14726760809
2022-04-27,87510.90644945113
2022-04-28,87154.92806150753
2022-04-29,86203.00662599153
2022-05-02,77849.06898631238
2022-05-03,74627.935545731
2022-05-04,73745.48707025731
2022-05-05,71411.21471140906
2022-05-06,76166.06677834466
2022-05-09,75617.43129577294
2022-05-10,80312.04998623802
2022-05-11,80592.93944475945
2022-05-12,80781.52640721478
2022-05-13,80489.70233197737
2022-05-16,80550.85587293435
2022-05-17,87229.0334184377
2022-05-18,77891.26625697032
2022-05-19,70684.63057182566
2022-05-20,68919.21387793311
2022-05-23,69006.52921038895
2022-05-24,71309.05967246984
2022-05-25,72950.45843488451
2022-05-26,71672.2828981242
2022-05-27,75192.86327787906
2022-05-30,78926.65356501518
2022-05-31,79659.89156919287
2022-06-01,83357.27031396484
2022-06-02,84481.85843127705
2022-06-03,82299.35312784028
2022-06-06,85075.77289183499
2022-06-07,85570.20459239693
2022-06-08,85625.2857426595
2022-06-09,91704.1995645299
2022-06-10,81339.52838199367
2022-06-13,75998.28551043889
2022-06-14,71819.13757898117
2022-06-15,70631.58263663722
2022-06-16,69824.52993496868
2022-06-17,64950.44843627832
2022-06-20,64950.44843627832
2022-06-21,64876.68172352453
2022-06-22,65308.59820620279
2022-06-23,65823.80462939889
2022-06-24,65667.3913272405
2022-06-27,65501.43864049101
2022-06-28,64876.987741860576
2022-06-29,63733.64919275604
2022-06-30,63686.50895547079
2022-07-01,63163.80101739028
2022-07-04,63126.82815884157
2022-07-05,62330.094066782134
2022-07-06,62330.094066782134
2022-07-07,62330.094066782134
2022-07-08,62330.094066782134
2022-07-11,62330.094066782134
2022-07-12,62330.094066782134
2022-07-13,62330.094066782134
2022-07-14,62330.094066782134
2022-07-15,62330.094066782134
2022-07-18,62330.094066782134
