,close,sma20,sma50,sma200,indicator_L,indicator_M,indicator_A,score,return_3m,return_12m,effective_state,transition_active,transition_day,engine_intent
2019-01-07,171.44155285584023,172.39174911472816,177.77574471249838,184.94084369879442,False,False,False,0,-0.11284124336533541,-0.11828658616574284,BEAR_ACTIVE,False,0,SOXS
2019-01-08,174.2314584520851,172.81636145193153,177.66865439911308,184.73607902073664,False,False,False,0,-0.09986374647719354,-0.11987541595281437,BEAR_ACTIVE,False,0,SOXS
2019-01-09,174.69225280581625,173.40434715588538,177.53951172148777,184.53930395874548,False,False,False,0,-0.10676219562143552,-0.12419043830934562,BEAR_ACTIVE,False,0,SOXS
2019-01-10,175.69665652629615,173.80181763899517,177.3526244731944,184.35510982755935,False,False,False,0,-0.07232666400424348,-0.10732649422457374,BEAR_ACTIVE,False,0,SOXS
2019-01-11,175.87781763699564,173.81400817655947,177.17764020709927,184.1571569248677,False,False,False,0,-0.07083714677136654,-0.11175221783579181,BEAR_ACTIVE,False,0,SOXS
2019-01-14,175.91207870945044,173.9867844819741,177.04288406676434,183.9624084083441,False,False,False,0,-0.058414665687909983,-0.09823581639052503,BEAR_ACTIVE,False,0,SOXS
2019-01-15,173.95807099820343,174.11006407520807,176.88119927798263,183.77905383053184,False,False,False,0,-0.05101213523959436,-0.12067436850498148,BEAR_ACTIVE,False,0,SOXS
2019-01-16,174.8611214939911,174.23058118026464,176.7229375555646,183.61864372244793,False,False,False,0,-0.03298894552784726,-0.11558548495428211,NEUTRAL,False,0,NONE
2019-01-17,174.62719719647978,174.09971954159923,176.549108943781,183.4717414264353,False,False,False,0,-0.0293754242771882,-0.11436486894517905,NEUTRAL,False,0,NONE
2019-01-18,180.5145086033256,174.3982031196563,176.55441013432767,183.346059005061,False,False,False,0,-0.011212000785904563,-0.07481567813959111,NEUTRAL,False,0,NONE
2019-01-21,185.07897348421272,174.95687422357875,176.6451611062495,183.24069056499698,True,False,False,1,0.03498962599903588,-0.06969007914730818,NEUTRAL,False,0,NONE
2019-01-22,186.24305763207053,175.46494544657887,176.7454910526954,183.12967113261956,True,False,False,1,0.04079569800181848,-0.06173924433065292,NEUTRAL,False,0,NONE
2019-01-23,184.05396690119267,175.8013593929052,176.6547230230407,183.01449519338755,True,False,False,1,0.0362344747498915,-0.06667226511851387,NEUTRAL,False,0,NONE
2019-01-24,180.8926264800299,176.03036880998502,176.38682609375817,182.8807232271032,False,False,False,0,0.023507012311658748,-0.07778059898340317,NEUTRAL,False,0,NONE
2019-01-25,184.35363124133372,176.44928596680066,176.2392723292358,182.75377405417635,True,False,False,1,0.026548048327878826,-0.06816215464478093,NEUTRAL,False,0,NONE
2019-01-28,185.15386567560964,177.09501712370513,176.12430049207092,182.63572080680208,True,False,False,1,0.0221059483653967,-0.06966799024132131,NEUTRAL,False,0,NONE
2019-01-29,186.59531594645895,177.84340283066996,176.12442429510807,182.51713555812344,True,False,False,1,0.00839974301043811,-0.06867980655764738,NEUTRAL,False,0,NONE
2019-01-30,181.57358373477265,178.3749738987342,176.057953051073,182.38414522672375,False,False,False,0,-0.01653846238767065,-0.10004595356367962,NEUTRAL,False,0,NONE
2019-01-31,184.28071631422432,179.0089336527081,176.02647976731498,182.27042451980208,True,False,False,1,0.008928724929349485,-0.11709138077734838,NEUTRAL,False,0,NONE
2019-02-01,185.64015089150038,179.78393017899447,175.95019870254683,182.16950621846303,True,False,False,1,0.019763759565395667,-0.10504038996197806,NEUTRAL,False,0,NONE
2019-02-04,182.45725748906065,180.33471541065546,175.85279247472926,182.07167779577293,True,False,False,1,-0.0017341075087615732,-0.11343183573409976,NEUTRAL,False,0,NONE
2019-02-05,181.14242036603358,180.6802635063529,175.7667703239276,181.95930180751483,False,False,False,0,-0.011871174500447945,-0.10864042263235074,NEUTRAL,False,0,NONE
2019-02-06,181.9314890982332,181.04222532097373,175.8191603662823,181.85817399973166,True,False,False,1,0.009331734609254294,-0.11357164569369105,NEUTRAL,False,0,NONE
2019-02-07,182.11710413364239,181.36324770134107,175.88374593390265,181.75757976532293,True,False,False,1,0.008727521932980542,-0.12847292147452827,NEUTRAL,False,0,NONE
2019-02-08,181.31613286659143,181.63516346282086,175.99099443830949,181.6450988089731,False,False,False,0,0.0004942573354647095,-0.1309156590336662,NEUTRAL,False,0,NONE
2019-02-11,181.055889165922,181.89235398564443,176.1215825418784,181.52392657711482,False,False,False,0,-0.03996174014137621,-0.12077432129642307,NEUTRAL,False,0,NONE
2019-02-12,180.3737244115243,182.21313665631047,176.2857316368488,181.3883302751054,False,False,False,0,-0.07161423390704602,-0.11281130153286678,BEAR_ACTIVE,False,0,SOXS
2019-02-13,180.84259848740766,182.5122105059813,176.46370082713798,181.25648579657008,False,False,False,0,-0.05679156128632856,-0.1197425179491628,BEAR_ACTIVE,False,0,SOXS
2019-02-14,185.118156321822,183.03675846224843,176.82042237521378,181.15270371430353,True,False,False,1,-0.030299773438003608,-0.10958902546069993,NEUTRAL,False,0,NONE
2019-02-15,177.81909003929783,182.901987534047,177.1069410098832,181.01351890551763,False,False,False,0,-0.047001858859431866,-0.15214623113394476,NEUTRAL,False,0,NONE
2019-02-18,177.19132778154275,182.50760524891353,177.26874446359383,180.89796621839847,False,False,False,0,-0.04167624176106155,-0.14640321785896915,NEUTRAL,False,0,NONE
2019-02-19,177.71894796268134,182.08139976544408,177.50833918868705,180.80742839490983,False,False,False,0,-0.0437731546464859,-0.1471509719772205,NEUTRAL,False,0,NONE
2019-02-20,178.5838569925831,181.80789427001358,177.82136555400393,180.74121450696228,False,False,False,0,-0.057377175593677054,-0.14473926059042952,BEAR_ACTIVE,False,0,SOXS
2019-02-21,177.5752790346081,181.64202689774248,178.0179261974141,180.68472072815152,False,False,False,0,-0.05206008866523282,-0.15265726803614554,BEAR_ACTIVE,False,0,SOXS
2019-02-22,172.76327606494797,181.0625091389232,177.9605115809989,180.59801870140953,False,False,False,0,-0.06837796920897987,-0.1870124675972461,BEAR_ACTIVE,False,0,SOXS
2019-02-25,173.69158157035804,180.48939493366063,177.98521216038287,180.52923507313045,False,False,False,0,-0.031344281577510236,-0.18567469923091184,NEUTRAL,False,0,NONE
2019-02-26,178.515934832333,180.08542587795432,178.12568127435904,180.4899581130007,False,False,False,0,-0.0020789056981885823,-0.17211749360416617,NEUTRAL,False,0,NONE
2019-02-27,174.28907544389574,179.7212004634105,178.16244719537974,180.41009979763945,False,False,False,0,-0.009460625891999586,-0.19273585902246526,NEUTRAL,False,0,NONE
2019-02-28,176.7104891126658,179.34268910333256,178.1517683782373,180.3474879986356,False,False,False,0,0.012513889441242432,-0.18539630033033982,NEUTRAL,False,0,NONE
2019-03-01,175.83259983682166,178.8523115505986,178.17752363413004,180.2692480031448,False,False,False,0,0.021295287288225717,-0.19761696316680288,NEUTRAL,False,0,NONE
2019-03-04,175.69685405786393,178.5142913790388,178.2133496871721,180.20412056017972,False,False,False,0,0.021825199203261425,-0.17978346262610312,NEUTRAL,False,0,NONE
2019-03-05,172.8409745112109,178.09921908629764,178.14853651395492,180.12757971661617,False,False,False,0,0.0332306701897338,-0.18920023003017405,NEUTRAL,False,0,NONE
2019-03-06,171.96624577043707,177.60095691990787,178.04134766987036,180.06045606930581,False,False,False,0,0.051825333563868536,-0.18746286785215927,NEUTRAL,False,0,NONE
2019-03-07,175.5572924497305,177.27296633571228,178.0262447560963,180.01604534367644,False,False,False,0,0.0381791440162067,-0.16226922953167655,NEUTRAL,False,0,NONE
2019-03-08,177.209890536066,177.06765421918598,178.0509368047172,179.9674317070599,False,False,False,0,0.06920920348200665,-0.1508755045605178,NEUTRAL,False,0,NONE
2019-03-11,182.14619759750002,177.12216964076487,178.2490759059168,179.9684063193047,True,False,False,1,0.11792401334263403,-0.14769534086645053,NEUTRAL,False,0,NONE
2019-03-12,185.59104956074205,177.38303589822576,178.5283448609884,179.98018250667116,True,False,False,1,0.10637314787704533,-0.11982381577129209,NEUTRAL,False,0,NONE
2019-03-13,186.91500829431374,177.68665638857107,178.8478017794049,179.99496397983015,True,False,False,1,0.06423016594926811,-0.12712870963773004,NEUTRAL,False,0,NONE
2019-03-14,192.15682818384673,178.03858998167232,179.2589079183869,180.04434460833403,True,False,False,1,0.11423326794807154,-0.07872810828987198,NEUTRAL,False,0,NONE
2019-03-15,193.52734046240562,178.82400250282768,179.72665032031958,180.12092652406187,True,False,False,1,0.12848879111325662,-0.06743146744053718,NEUTRAL,False,0,NONE
2019-03-18,196.10531519929975,179.76970187371555,180.21992556718877,180.20921297057646,True,True,False,2,0.13716688257205423,-0.057610085935933864,NEUTRAL,False,0,NONE
2019-03-19,195.22929435207996,180.64521919318548,180.6398822851887,180.300357335313,True,True,False,2,0.10146927824675722,-0.07062118417736118,NEUTRAL,False,0,NONE
2019-03-20,195.47181235790217,181.48961696145145,181.05547347623036,180.38929357196193,True,True,False,2,0.11989455357341527,-0.08000921353248447,NEUTRAL,False,0,NONE
2019-03-21,193.37402101809954,182.27955406062603,181.40902076606642,180.46726311510568,True,True,False,2,0.11194852294802193,-0.10135666733847104,NEUTRAL,False,0,NONE
2019-03-22,196.44926031722275,183.46385327323975,181.82044961967097,180.53772418183271,True,True,False,2,0.11567150291734696,-0.08221550913087328,NEUTRAL,False,0,NONE
2019-03-25,192.87476558305158,184.42301247387442,182.159703357143,180.59356753635024,True,True,False,2,0.08768654889192917,-0.09250557565650008,NEUTRAL,False,0,NONE
2019-03-26,195.30362667359196,185.26239706593736,182.58661447065077,180.67590905456606,True,True,False,2,0.10771326592538721,-0.09358574933725683,NEUTRAL,False,0,NONE
2019-03-27,194.75578477650953,186.28573253256806,182.98450773630114,180.75280975770755,True,True,False,2,0.10672235217640957,-0.09357642410477685,NEUTRAL,False,0,NONE
2019-03-28,198.41985158313796,187.37120065609167,183.4603608240343,180.84474393942247,True,True,False,2,0.15200141767875297,-0.0579651223550367,NEUTRAL,False,0,NONE
2019-03-29,200.81895397660494,188.62051836308083,183.8664497314999,180.92901980345206,True,True,False,2,0.17008541669329635,-0.029593583252460753,NEUTRAL,False,0,NONE
2019-04-01,206.7002569832836,190.1706885093518,184.2988754014813,181.03034472534114,True,True,True,3,0.20918241651622793,0.013198527113178926,BULL_ACTIVE,False,0,SOXL
2019-04-02,209.13328625166105,191.98530409637434,184.7566799738731,181.1383996690853,True,True,True,3,0.21871464044640843,0.01693302485314141,BULL_ACTIVE,False,0,SOXL
2019-04-03,204.05874690110807,193.58992915290787,185.1567755738714,181.19903827622431,True,True,False,2,0.19935631012124166,-0.010157106780513403,NEUTRAL,False,0,NONE
2019-04-04,203.8831358899532,195.006221324919,185.6165857620699,181.27641542990568,True,True,False,2,0.18922823839207803,-0.02189433976660271,NEUTRAL,False,0,NONE
2019-04-05,200.19322805710448,196.15538820097095,185.93337769838533,181.34460613166172,True,True,False,2,0.14900735972521906,-0.033299313519759344,NEUTRAL,False,0,NONE
2019-04-08,198.6042899807374,196.97829282013282,186.20238618448784,181.4181867097633,True,True,False,2,0.13688092511750471,-0.04354856509680616,NEUTRAL,False,0,NONE
2019-04-09,203.4270401703987,197.87009235061564,186.53902066896666,181.52133133316877,True,True,False,2,0.1578310264541214,-0.03011500563990166,NEUTRAL,False,0,NONE
2019-04-10,205.5195332648658,198.80031859914325,187.01793965956855,181.65436813316808,True,True,False,2,0.16853583940329186,-0.01554374259083069,NEUTRAL,False,0,NONE
2019-04-11,203.3090864769956,199.35793151380068,187.3985070628239,181.767184973486,True,True,False,2,0.15574261852022175,-0.03329941719060714,NEUTRAL,False,0,NONE
2019-04-12,200.12783132727964,199.68795605704437,187.68826067153952,181.86707853520463,True,True,False,2,0.1504371724686835,-0.03864031767467169,NEUTRAL,False,0,NONE
2019-04-15,200.26991682992934,199.89618613857584,188.0445138583569,181.98813645474067,True,True,False,2,0.14530843173627583,-0.03262864635542262,NEUTRAL,False,0,NONE
2019-04-16,196.50747508270257,199.960095175107,188.3518149526903,182.1041818316649,True,True,False,2,0.1252970799365487,-0.045263645756686954,NEUTRAL,False,0,NONE
2019-04-17,194.47905253587047,199.9104571840054,188.60276622144306,182.20562784659404,True,True,False,2,0.07735967618664641,-0.03734174651414124,NEUTRAL,False,0,NONE
2019-04-18,195.47482483426262,200.01549737481355,188.86992063545543,182.30030989795924,True,True,False,2,0.05616981310379199,-0.03999061212219601,NEUTRAL,False,0,NONE
2019-04-19,199.10244766847688,200.14815674237627,189.22564693149317,182.38475606610245,True,True,False,2,0.06904627855611412,-0.015110049224073663,NEUTRAL,False,0,NONE
2019-04-22,201.05933210097484,200.55738506827245,189.62571579019422,182.43602007925858,True,True,False,2,0.09239336421861166,-0.005818050195870894,NEUTRAL,False,0,NONE
2019-04-23,193.97108149222726,200.4907578092042,189.89766293180827,182.44541035444402,True,True,False,2,0.0722995473430268,-0.04828580747521782,NEUTRAL,False,0,NONE
2019-04-24,194.94078802349293,200.50000797155334,190.17962672252997,182.4743178493479,True,True,False,2,0.05742852316426461,-0.05041419746804143,NEUTRAL,False,0,NONE
2019-04-25,195.1998168713566,200.3390062359643,190.38125993352068,182.53557292775326,True,True,False,2,0.054257312744134145,-0.05924618585593644,NEUTRAL,False,0,NONE
2019-04-26,196.51432855717778,200.12377496499295,190.75516470387825,182.59935808413022,True,True,False,2,0.05315788641535324,-0.05162438347776266,NEUTRAL,False,0,NONE
2019-04-29,201.61938955543937,199.86973159360073,191.24372593935618,182.70018094386162,True,True,False,2,0.11040045257876252,-0.020668813842976808,NEUTRAL,False,0,NONE
2019-04-30,195.211232064517,199.17362888424353,191.59357162139287,182.77470397877352,True,True,False,2,0.05931448481920709,-0.050787806343246755,NEUTRAL,False,0,NONE
2019-05-01,193.43985979679607,198.64268452902792,191.89069167747718,182.8488460884387,True,True,False,2,0.042015204511734794,-0.03425832006880669,NEUTRAL,False,0,NONE
2019-05-02,195.28616864969325,198.21283616701493,192.24490946977886,182.9340252800041,True,True,False,2,0.07031187104958958,-0.002759299562491546,NEUTRAL,False,0,NONE
2019-05-03,190.51895599248505,197.72912256378396,192.60002306832962,182.98010477823533,True,True,False,2,0.0517633341075181,-0.006816981345995177,NEUTRAL,False,0,NONE
2019-05-06,195.03697601774007,197.5507568656341,193.02693095727724,183.0463537145101,True,True,True,3,0.07203528638426437,0.03262990186878301,BULL_ACTIVE,False,0,SOXL
2019-05-07,196.20964107646023,197.18988691093716,193.38080508215978,183.12055848972224,True,True,True,3,0.07738173198974407,0.03211910267975093,BULL_ACTIVE,False,0,SOXL
2019-05-08,198.88158192812554,196.85798934410013,193.8726552118444,183.22262102359127,True,True,True,3,0.09687747462857255,0.06099428088277814,BULL_ACTIVE,False,0,SOXL
2019-05-09,197.13948360278457,196.54950920038962,194.28123510164679,183.3390317981712,True,True,True,3,0.08883220817039184,0.05777796899355292,BULL_ACTIVE,False,0,SOXL
2019-05-10,199.72083024734218,196.52915914639274,194.7589997098572,183.47481452287983,True,True,True,3,0.10726122055159903,0.04972172296272759,BULL_ACTIVE,False,0,SOXL
2019-05-13,203.149231685161,196.6731248891543,195.30804726240314,183.6283029616135,True,True,True,3,0.12334833376831056,0.07354105194544158,BULL_ACTIVE,False,0,SOXL
2019-05-14,203.9350940689343,197.0445058384659,195.9299296535576,183.76120462900352,True,True,True,3,0.10164825601654992,0.06504311770086879,BULL_ACTIVE,False,0,SOXL
2019-05-15,204.72890643449114,197.55699853339695,196.58518286683866,183.89608224068962,True,True,True,3,0.15133255034229598,0.08481541485109956,BULL_ACTIVE,False,0,SOXL
2019-05-16,205.64217719927353,198.06536615164748,197.18688056182953,184.0214894076356,True,True,True,3,0.16056569908888263,0.09297429515551747,BULL_ACTIVE,False,0,SOXL
2019-05-17,202.90435229105805,198.25546138277656,197.7007697969294,184.14010521079825,True,True,True,3,0.14171479528263542,0.09446725784022125,BULL_ACTIVE,False,0,SOXL
2019-05-20,202.4726450155073,198.32612702850315,198.1072987452895,184.27295592213056,True,True,True,3,0.13376790279491146,0.09777305589819751,BULL_ACTIVE,False,0,SOXL
2019-05-21,202.02596714276476,198.72887131103002,198.43599709692998,184.41667242499935,True,True,True,3,0.13769195938242862,0.08074219179199416,BULL_ACTIVE,False,0,SOXL
2019-05-22,203.28878972227838,199.14627139596934,198.76347272548927,184.57637653545277,True,True,True,3,0.17668982872178662,0.11727048659772343,BULL_ACTIVE,False,0,SOXL
2019-05-23,206.55501260731316,199.71403118276714,199.05143641395858,184.72303548140295,True,True,True,3,0.1892056640847788,0.12726333490274522,BULL_ACTIVE,False,0,SOXL
2019-05-24,203.1795067136456,200.0472900905905,199.2444797389834,184.8640363101535,True,True,True,3,0.13815893748912278,0.10448427621857781,BULL_ACTIVE,False,0,SOXL
2019-05-27,202.8191312934812,200.10727717749262,199.378756060867,184.99143415011906,True,True,True,3,0.1636938848687013,0.11267472930832478,BULL_ACTIVE,False,0,SOXL
2019-05-28,207.6468473214206,200.72905794033778,199.6271071202538,185.15532085532294,True,True,True,3,0.1750680356559402,0.16517441153884915,BULL_ACTIVE,False,0,SOXL
2019-05-29,205.26910504126514,201.32052020256123,199.8230529739211,185.29422516943123,True,True,True,3,0.16741210237328863,0.1503019100948213,BULL_ACTIVE,False,0,SOXL
2019-05-30,202.66736876391718,201.68958020827245,200.00891992883746,185.41455169232555,True,True,True,3,0.15350596258923788,0.14501065678512992,BULL_ACTIVE,False,0,SOXL
2019-05-31,203.3534367792022,202.3313042476083,200.14700345807705,185.54033638572443,True,True,True,3,0.1765348891041585,0.1444631487660395,BULL_ACTIVE,False,0,SOXL
2019-06-03,206.11552286518037,202.88523158998032,200.4118186037196,185.68033102298847,True,True,True,3,0.19858127937694348,0.15938459085780554,BULL_ACTIVE,False,0,SOXL
2019-06-04,206.19249991498003,203.3843745319063,200.62959606854736,185.8296764583691,True,True,True,3,0.17450261984429782,0.1307076054310501,BULL_ACTIVE,False,0,SOXL
2019-06-05,210.594148094202,203.97000284021016,200.9463633349012,185.9946432202415,True,True,True,3,0.18838822967018087,0.158982303073552,BULL_ACTIVE,False,0,SOXL
2019-06-06,213.4962998891183,204.78784365452682,201.24789230102084,186.18029025250615,True,True,True,3,0.1721150521126693,0.19381504879102307,BULL_ACTIVE,False,0,SOXL
2019-06-07,216.38741175310406,205.6211727298149,201.55926145655081,186.39708299268256,True,True,True,3,0.16593667779373522,0.20633663940627578,BULL_ACTIVE,False,0,SOXL
2019-06-10,218.32621450324336,206.38002187071902,201.79178060695003,186.64064323149026,True,True,True,3,0.16805074400162656,0.21270098271706206,BULL_ACTIVE,False,0,SOXL
2019-06-11,226.52173129175625,207.50935373186013,202.1395495077519,186.92270833494968,True,True,True,3,0.17883779323746318,0.23133874423677203,BULL_ACTIVE,False,0,SOXL
2019-06-12,225.83470631572752,208.56464372592194,202.5750686960443,187.179752803184,True,True,True,3,0.16693954340574368,0.21133036232701885,BULL_ACTIVE,False,0,SOXL
2019-06-13,218.86263285377024,209.22566650864678,202.87465863532063,187.39956753247324,True,True,True,3,0.11604640920284326,0.16712858027173327,BULL_ACTIVE,False,0,SOXL
2019-06-14,224.50598578868346,210.30574818352807,203.3609137899522,187.6490625203205,True,True,True,3,0.14996054528479408,0.16972222304885354,BULL_ACTIVE,False,0,SOXL
2019-06-17,222.93666851945818,211.3289493587256,203.84756136072664,187.88660256887735,True,True,True,3,0.14050545615891052,0.18326725723677395,BULL_ACTIVE,False,0,SOXL
2019-06-18,223.35895547401424,212.39559877528808,204.24619966679893,188.10785329083842,True,True,True,3,0.15506185524842642,0.19728150124821386,BULL_ACTIVE,False,0,SOXL
2019-06-19,228.05733811318504,213.6340261948334,204.69695576376532,188.34932265377225,True,True,True,3,0.16089690409076685,0.24019578151987542,BULL_ACTIVE,False,0,SOXL
2019-06-20,222.41773807124895,214.4271624680302,205.0791287956504,188.5682191546138,True,True,True,3,0.15317178687886046,0.21673977587735016,BULL_ACTIVE,False,0,SOXL
2019-06-21,218.11864945180875,215.17411960493837,205.438945158141,188.74974645762174,True,True,True,3,0.11681822384357043,0.2191381138091737,BULL_ACTIVE,False,0,SOXL
2019-06-24,212.7281104377623,215.6695685621524,205.68810903029762,188.8979849585253,True,True,True,3,0.09228134446366654,0.176946885962733,BULL_ACTIVE,False,0,SOXL
2019-06-25,210.12484516697447,215.7934684544301,205.96045643198306,189.01061597924348,True,True,True,3,0.058991040918766835,0.16639396491395209,BULL_ACTIVE,False,0,SOXL
2019-06-26,211.6256544617322,216.11129592545345,206.30338847050032,189.12785839836465,True,True,True,3,0.053813149959869966,0.20202009725163594,BULL_ACTIVE,False,0,SOXL
2019-06-27,213.42117653832193,216.64898631417367,206.6623155045815,189.27186969483648,True,True,True,3,0.032515293658207156,0.23152422013369534,BULL_ACTIVE,False,0,SOXL
2019-06-28,214.3932466134597,217.20097680588657,206.96813148348113,189.44024325438025,True,True,True,3,0.025151234679442913,0.230802180306515,BULL_ACTIVE,False,0,SOXL
2019-07-01,209.71645639246026,217.38102348225055,207.14127396931087,189.56125225590065,True,True,True,3,0.02772588569356471,0.18793667040514728,BULL_ACTIVE,False,0,SOXL
2019-07-02,202.26306529714503,217.1845517513588,207.3071136454092,189.61928589855466,True,True,True,3,-0.007946074528118907,0.11003511113593767,BULL_ACTIVE,False,0,SOXL
2019-07-03,202.47543984652802,216.7786163389751,207.45780668186993,189.68088877768733,True,True,True,3,0.011400044904478657,0.061155718356240785,BULL_ACTIVE,False,0,SOXL
2019-07-04,201.015550894283,216.15457888923333,207.57412136232844,189.7407296682799,True,True,True,3,0.012141031363317678,0.04644897633087108,BULL_ACTIVE,False,0,SOXL
2019-07-05,202.51427359681063,215.46092198141864,207.6941202631211,189.78586957404184,True,True,True,3,-0.004486948110848488,0.07060179080646223,BULL_ACTIVE,False,0,SOXL
2019-07-08,204.80505057222004,214.7848637848675,207.7578334834567,189.8589997721334,True,True,True,3,-0.003476470977213486,0.11946648045649932,BULL_ACTIVE,False,0,SOXL
2019-07-09,205.2911271528109,213.72333357792022,207.9594313852226,189.94768370691105,True,True,True,3,0.009748903554488209,0.1171862570334048,BULL_ACTIVE,False,0,SOXL
2019-07-10,207.80362588164425,212.82177955621606,208.24670670691955,190.03919758168252,True,True,True,3,0.03835445826528727,0.14520864543393452,BULL_ACTIVE,False,0,SOXL
2019-07-11,208.59544778667575,212.30842030286135,208.51289228965922,190.14035834335564,True,True,True,3,0.04157155047813044,0.1568928634299649,BULL_ACTIVE,False,0,SOXL
2019-07-12,210.38473090412748,211.60235755863354,208.91020778789203,190.25035928661524,True,True,True,3,0.07061948058507439,0.17789058427831694,BULL_ACTIVE,False,0,SOXL
2019-07-15,208.1031349865403,210.86068088198766,209.17153096726804,190.35119186002117,True,True,True,3,0.07005424117930104,0.1674768545648313,BULL_ACTIVE,False,0,SOXL
2019-07-16,207.5554715229372,210.0705066844338,209.39844757619758,190.44409440605105,True,True,True,3,0.061801547585053074,0.14479852521936643,BULL_ACTIVE,False,0,SOXL
2019-07-17,208.23995012974538,209.07963728526184,209.58561494023002,190.51905473464754,True,True,True,3,0.045893471267029584,0.1455149922664669,BULL_ACTIVE,False,0,SOXL
2019-07-18,210.98912301373522,208.5082065323861,209.862607728449,190.60619432162767,True,True,True,3,0.049387366450483805,0.16331615797310262,BULL_ACTIVE,False,0,SOXL
2019-07-19,209.72542899021653,208.0885455093065,210.0626997033065,190.6769617524607,True,True,True,3,0.0812200838227557,0.17513596576249224,BULL_ACTIVE,False,0,SOXL
2019-07-22,211.49476774771315,208.02687837480408,210.22961042455753,190.78746077954474,True,True,True,3,0.08491798915999693,0.21648462762659593,BULL_ACTIVE,False,0,SOXL
2019-07-23,210.65192869936072,208.05323255142338,210.36394711716605,190.89428882051968,True,True,True,3,0.07916048322006164,0.22071567894997735,BULL_ACTIVE,False,0,SOXL
2019-07-24,210.30302810194982,207.98710123343426,210.47542955051526,191.0116768442452,True,True,True,3,0.07016638250253648,0.21949054962962244,BULL_ACTIVE,False,0,SOXL
2019-07-25,213.10960928489496,207.97152287076293,210.62477819222767,191.1606796035383,True,True,True,3,0.05698965637576303,0.20160072712359045,BULL_ACTIVE,False,0,SOXL
2019-07-26,206.56442160449583,207.58008162031473,210.69797957849642,191.28936974385834,True,True,True,3,0.058158485144065075,0.1620843262902878,BULL_ACTIVE,False,0,SOXL
2019-07-29,202.42880918369903,207.21569925987666,210.69710286186026,191.40195281860298,True,True,True,3,0.04646896144541057,0.12111195884654102,BULL_ACTIVE,False,0,SOXL
2019-07-30,197.79665174848583,206.99237858244373,210.6125165539747,191.47812914225517,True,True,True,3,0.012855406586914642,0.10389181988159502,BULL_ACTIVE,False,0,SOXL
2019-07-31,190.69626840065652,206.4034200101501,210.36066612754223,191.53750020124204,False,True,True,2,0.0009306811873275311,0.08410207598191333,NEUTRAL,False,0,NONE
2019-08-01,188.7066581353463,205.7879753722033,210.00369903810292,191.58631871749364,False,True,True,2,-0.032457014109047666,0.08901058525775563,NEUTRAL,False,0,NONE
2019-08-02,190.98400152883565,205.21146176880455,209.7597889344067,191.65314837789464,False,True,True,2,-0.026632939742182282,0.11459741348940766,NEUTRAL,False,0,NONE
2019-08-05,190.16585509831816,204.47950199510944,209.50672341050344,191.72028743776443,False,True,True,2,-0.04382370024066473,0.07303011101750267,NEUTRAL,False,0,NONE
2019-08-06,190.79603279914815,203.7547472774263,209.169707120058,191.7763377311534,False,True,True,2,-0.03217747499236534,0.09039176709955288,NEUTRAL,False,0,NONE
2019-08-07,194.13464834289013,203.07129840048862,208.94701798609051,191.84126403943242,True,True,True,3,-0.027969951344253396,0.09470579903298981,BULL_ACTIVE,False,0,SOXL
